control_event_id,date,record_status,depot,product,stock_status,event_label,opening_stock_m3,customer_orders_m3,closing_stock_m3,days_of_cover,batch_triggered,batch_volume_m3,emergency_replenishment,autonomous_action
CP-0000146,2023-05-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10017.19,1181.49,8835.7,7.48,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000147,2023-05-26,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10397.45,1254.18,9143.27,7.29,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000148,2023-06-02,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10887.61,1008.7,9878.91,9.79,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000149,2023-06-03,SIMULATED_HISTORY,Eldoret,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,9878.91,1049.83,8829.08,8.41,1,8160.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0000150,2023-06-11,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9807.49,852.41,8955.08,10.51,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000151,2023-06-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9861.84,1086.2,8775.64,8.08,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000152,2023-06-26,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10321.66,1081.25,9240.41,8.55,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000153,2023-07-01,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,12998.26,1110.73,11887.53,10.7,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000154,2023-07-04,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9759.75,1154.36,8605.39,7.45,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000155,2023-07-11,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10116.68,1152.25,8964.42,7.78,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000156,2023-07-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9699.89,1033.5,8666.39,8.39,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000157,2023-07-27,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9458.11,1122.94,8335.17,7.42,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000158,2023-08-03,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9794.78,1122.79,8671.98,7.72,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000159,2023-08-10,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10124.09,1242.61,8881.47,7.15,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000160,2023-08-18,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9466.56,1226.85,8239.71,6.72,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000161,2023-08-25,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10261.88,1108.21,9153.67,8.26,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000162,2023-09-01,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10497.87,1212.17,9285.7,7.66,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000163,2023-09-09,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9464.97,1036.11,8428.86,8.14,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000164,2023-09-16,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9528.52,1067.82,8460.7,7.92,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000165,2023-09-23,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9833.4,1074.39,8759.01,8.15,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000166,2023-09-30,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10288.97,1007.38,9281.59,9.21,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000167,2023-10-01,SIMULATED_HISTORY,Eldoret,AGO,WATCH,LOADING_BAY_OUTAGE,9281.59,1128.21,8153.38,7.23,0,0.0,0,NONE
CP-0000168,2023-10-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10813.8,1542.19,9271.62,6.01,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000169,2023-10-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9658.98,1330.95,8328.03,6.26,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000170,2023-10-16,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,DATA_LATENCY_INCIDENT,14107.61,1380.21,12727.4,9.22,0,0.0,0,NONE
CP-0000171,2023-10-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9840.76,1462.02,8378.74,5.73,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000172,2023-10-25,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10164.49,1330.08,8834.41,6.64,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000173,2023-10-31,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10489.86,1494.99,8994.86,6.02,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000174,2023-11-03,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,14825.84,1241.76,13584.08,10.94,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000175,2023-11-04,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,13584.08,1046.05,12538.02,11.99,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000176,2023-11-06,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,11643.88,1217.38,10426.5,8.56,0,0.0,0,NONE
CP-0000177,2023-11-07,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10426.5,1168.71,9257.79,7.92,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000178,2023-11-15,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9697.98,1102.31,8595.67,7.8,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000179,2023-11-22,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9889.04,1217.97,8671.07,7.12,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000180,2023-11-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10076.24,1089.67,8986.56,8.25,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000181,2023-12-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10386.49,1206.25,9180.24,7.61,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000182,2023-12-10,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,14012.76,893.29,13119.47,14.69,0,0.0,0,NONE
CP-0000183,2023-12-14,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9675.55,1142.24,8533.31,7.47,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000184,2023-12-15,SIMULATED_HISTORY,Eldoret,AGO,WATCH,LOADING_BAY_OUTAGE,8533.31,1218.57,7314.74,6.0,0,0.0,0,NONE
CP-0000185,2023-12-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10133.84,1228.83,8905.02,7.25,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000186,2023-12-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9516.37,1181.87,8334.5,7.05,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000187,2024-01-05,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9716.42,1291.96,8424.47,6.52,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000188,2024-01-12,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9592.74,1161.4,8431.34,7.26,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000189,2024-01-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,LOADING_BAY_OUTAGE,10197.83,1227.72,8970.1,7.31,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000190,2024-01-26,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10454.75,1113.36,9341.39,8.39,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000191,2024-02-03,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9796.3,895.03,8901.27,9.95,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000192,2024-02-07,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,14169.37,1059.72,13109.64,12.37,0,0.0,0,NONE
CP-0000193,2024-02-11,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10056.25,973.94,9082.31,9.33,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000194,2024-02-15,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,14166.15,1032.45,13133.7,12.72,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000195,2024-02-19,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10374.4,983.81,9390.59,9.55,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000196,2024-02-25,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,DATA_LATENCY_INCIDENT,12469.74,928.8,11540.94,12.43,0,0.0,0,NONE
CP-0000197,2024-02-28,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9537.65,1064.09,8473.56,7.96,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000198,2024-03-01,SIMULATED_HISTORY,Eldoret,AGO,WATCH,UNPLANNED_PUMP_FAILURE,7411.57,1148.51,6263.05,5.45,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000199,2024-03-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10146.16,1137.0,9009.17,7.92,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000200,2024-03-13,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,11036.78,1010.19,10026.59,9.93,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000201,2024-03-14,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10026.59,1069.58,8957.01,8.37,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000202,2024-03-22,SIMULATED_HISTORY,Eldoret,AGO,WATCH,UNPLANNED_PUMP_FAILURE,9853.67,1121.41,8732.26,7.79,1,8160.0,0,CREATE_PIPELINE_BATCH+OUTAGE
CP-0000203,2024-03-30,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9443.54,960.2,8483.33,8.83,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000204,2024-04-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9740.0,916.65,8823.35,9.63,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000205,2024-04-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10340.51,1052.6,9287.91,8.82,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000206,2024-04-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9897.08,994.82,8902.26,8.95,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000207,2024-04-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9576.61,990.08,8586.53,8.67,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000208,2024-05-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10051.73,1118.15,8933.58,7.99,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000209,2024-05-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10511.88,1131.14,9380.74,8.29,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000210,2024-05-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9936.03,1221.13,8714.89,7.14,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000211,2024-05-28,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10364.57,1168.85,9195.72,7.87,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000212,2024-06-05,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9894.04,1065.08,8828.96,8.29,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000213,2024-06-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9871.44,1129.92,8741.52,7.74,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000214,2024-06-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9900.95,1062.8,8838.15,8.32,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000215,2024-06-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9750.05,961.98,8788.07,9.14,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000216,2024-07-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10185.14,1034.66,9150.48,8.84,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000217,2024-07-14,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9871.71,901.2,8970.51,9.95,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000218,2024-07-20,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,11656.7,920.46,10736.24,11.66,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000219,2024-07-21,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,10736.24,853.59,9882.66,11.58,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000220,2024-07-22,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9882.66,1064.83,8817.83,8.28,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000221,2024-07-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10256.43,1083.64,9172.79,8.46,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000222,2024-08-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,LOADING_BAY_OUTAGE,9991.34,1227.23,8764.11,7.14,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000223,2024-08-14,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9520.29,1049.32,8470.97,8.07,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000224,2024-08-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10211.51,1156.66,9054.86,7.83,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000225,2024-08-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9510.12,1172.48,8337.64,7.11,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000226,2024-09-02,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,13358.35,1078.49,12279.87,11.39,0,0.0,0,NONE
CP-0000227,2024-09-05,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10034.74,1138.06,8896.68,7.82,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000228,2024-09-12,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10397.74,1108.8,9288.94,8.38,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000229,2024-09-20,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9916.25,1284.98,8631.27,6.72,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000230,2024-09-27,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9986.79,1178.8,8807.99,7.47,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000231,2024-10-04,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL;DEMAND_SPIKE,9919.86,1928.89,7990.97,4.14,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000232,2024-10-10,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9973.66,1392.66,8581.0,6.16,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000233,2024-10-16,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10251.04,1310.8,8940.24,6.82,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000234,2024-10-22,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10642.7,1290.15,9352.55,7.25,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000235,2024-10-29,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10064.52,1358.52,8706.0,6.41,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000236,2024-11-05,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9942.75,1131.28,8811.47,7.79,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000237,2024-11-12,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10336.1,1096.66,9239.44,8.43,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000238,2024-11-20,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9591.04,1026.3,8564.74,8.35,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000239,2024-11-22,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,7350.11,1085.65,14424.46,13.29,0,0.0,0,NONE
CP-0000240,2024-11-27,SIMULATED_HISTORY,Eldoret,AGO,WATCH,DATA_LATENCY_INCIDENT,10037.9,1096.92,8940.97,8.15,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000241,2024-12-05,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9771.35,1174.81,8596.54,7.32,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000242,2024-12-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9544.74,1221.65,8323.09,6.81,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000243,2024-12-20,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10244.89,1105.07,9139.82,8.27,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000244,2024-12-28,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9573.61,1072.0,8501.61,7.93,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000245,2025-01-04,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9685.77,1153.51,8532.26,7.4,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000246,2025-01-10,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10644.49,1321.55,9322.94,7.05,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000247,2025-01-12,SIMULATED_HISTORY,Eldoret,AGO,WATCH,UNPLANNED_PUMP_FAILURE,8250.21,1000.39,7249.82,7.25,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000248,2025-01-17,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10613.73,1260.85,9352.87,7.42,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000249,2025-01-24,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10695.12,1387.71,9307.4,6.71,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000250,2025-01-26,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,DATA_LATENCY_INCIDENT,8099.01,1147.79,15111.22,13.17,0,0.0,0,NONE
CP-0000251,2025-01-31,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10158.29,1261.79,8896.49,7.05,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000252,2025-02-07,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10455.4,1208.94,9246.45,7.65,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000253,2025-02-15,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9727.16,1030.1,8697.07,8.44,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000254,2025-02-23,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9463.28,882.69,8580.6,9.72,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000255,2025-03-02,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9943.21,961.53,8981.68,9.34,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000256,2025-03-09,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10096.3,1020.46,9075.84,8.89,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000257,2025-03-16,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10126.6,1010.17,9116.42,9.02,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000258,2025-03-24,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9427.28,1222.57,8204.71,6.71,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000259,2025-03-30,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10440.75,1032.09,9408.66,9.12,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000260,2025-04-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10389.5,1039.42,9350.08,9.0,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000261,2025-04-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10398.97,1023.41,9375.56,9.16,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000262,2025-04-17,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,13980.85,1138.44,12842.41,11.28,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000263,2025-04-18,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,PLANNED_PIPELINE_MAINTENANCE,12842.41,1226.77,11615.65,9.47,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000264,2025-04-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9452.99,1126.44,8326.55,7.39,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000265,2025-04-28,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9564.06,1256.02,8308.04,6.61,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000266,2025-05-04,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10279.15,1063.3,9215.85,8.67,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000267,2025-05-11,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10072.17,1028.68,9043.5,8.79,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000268,2025-05-18,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10026.02,1006.82,9019.2,8.96,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000269,2025-05-20,SIMULATED_HISTORY,Eldoret,AGO,WATCH,UNPLANNED_PUMP_FAILURE,7906.82,1252.02,6654.8,5.32,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000270,2025-05-25,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9921.9,1016.48,8905.42,8.76,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000271,2025-06-01,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10151.74,885.29,9266.45,10.47,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000272,2025-06-08,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10478.38,1060.69,9417.68,8.88,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000273,2025-06-16,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10115.91,1061.55,9054.36,8.53,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000274,2025-06-23,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10515.33,1093.56,9421.77,8.62,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000275,2025-07-01,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9861.11,1117.45,8743.66,7.82,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000276,2025-07-08,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10213.58,1173.38,9040.19,7.7,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000277,2025-07-09,SIMULATED_HISTORY,Eldoret,AGO,WATCH,PLANNED_PIPELINE_MAINTENANCE,9040.19,1069.58,7970.61,7.45,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000278,2025-07-15,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10428.53,1200.21,9228.32,7.69,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000279,2025-07-21,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,11851.71,1185.25,10666.46,9.0,0,0.0,0,NONE
CP-0000280,2025-07-23,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9445.28,1201.89,8243.38,6.86,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000281,2025-07-30,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9478.75,1196.04,8282.71,6.93,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000282,2025-08-06,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9969.02,1136.95,8832.07,7.77,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000283,2025-08-12,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,UNPLANNED_PUMP_FAILURE,11391.91,1216.09,10175.82,8.37,0,0.0,0,HOLD/RESCHEDULE_DUE_TO_OUTAGE
CP-0000284,2025-08-13,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10175.82,1194.34,8981.49,7.52,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000285,2025-08-21,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9518.59,1213.57,8305.03,6.84,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000286,2025-08-28,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,9430.45,1228.59,8201.86,6.68,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000287,2025-08-31,SIMULATED_HISTORY,Eldoret,AGO,HEALTHY,LOADING_BAY_OUTAGE,13997.88,1087.29,12910.59,11.87,0,0.0,0,NONE
CP-0000288,2025-09-03,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10542.34,1269.68,9272.65,7.3,1,8160.0,0,CREATE_PIPELINE_BATCH
CP-0000289,2025-09-10,SIMULATED_HISTORY,Eldoret,AGO,WATCH,NORMAL,10228.93,1178.07,9050.86,7.68,1,8160.0,0,CREATE_PIPELINE_BATCH
